employee_id,name,department,team,experience,task_type,estimated_hours,actual_hours,accuracy,number_of_returns
E003,2,R,R_TEAM_1,3,Landing Page,3,3.5,83.33333333333334,4
E003,2,R,R_TEAM_1,3,Landing Page,5,4.2,84.0,0
E003,2,R,R_TEAM_1,3,UI Integration,15,14.5,96.66666666666667,0
E003,2,R,R_TEAM_1,3,Performance Optimization,5,4.7,94.0,0
E003,2,R,R_TEAM_1,3,Performance Optimization,5,5.3,94.0,2
E003,2,R,R_TEAM_1,3,Deployment,5,6.0,80.0,4
E003,2,R,R_TEAM_1,3,Deployment,5,4.2,84.0,0
E003,2,R,R_TEAM_1,3,Bug Fix,7,7.1,98.57142857142858,1
E003,2,R,R_TEAM_1,3,Profile,15,17.5,83.33333333333334,3
E003,2,R,R_TEAM_1,3,Authentication,2,2.0,100.0,0
E003,2,R,R_TEAM_1,3,Orders,14,17.2,77.14285714285715,4
E003,2,R,R_TEAM_1,3,Bug Fix,5,4.5,90.0,0
E003,2,R,R_TEAM_1,3,Notifications,4,4.0,100.0,0
E003,2,R,R_TEAM_1,3,Dashboard,9,8.3,92.22222222222223,0
E003,2,R,R_TEAM_1,3,Unit Testing,9,10.8,80.0,4
E003,2,R,R_TEAM_1,3,Unit Testing,3,2.5,83.33333333333334,0
E003,2,R,R_TEAM_1,3,Dashboard,15,12.1,80.66666666666666,0
E003,2,R,R_TEAM_1,3,Orders,16,18.8,82.5,4
E004,3,R,R_TEAM_1,2,Performance Optimization,4,4.0,100.0,0
E004,3,R,R_TEAM_1,2,Landing Page,5,6.2,76.0,3
E004,3,R,R_TEAM_1,2,Database Design,4,4.0,100.0,0
E004,3,R,R_TEAM_1,2,Bug Fix,6,7.6,73.33333333333334,4
E004,3,R,R_TEAM_1,2,Unit Testing,6,6.1,98.33333333333334,1
E004,3,R,R_TEAM_1,2,Products,12,13.9,84.16666666666666,3
E004,3,R,R_TEAM_1,2,Landing Page,5,4.7,94.0,0
E004,3,R,R_TEAM_1,2,Landing Page,11,12.8,83.63636363636363,3
E004,3,R,R_TEAM_1,2,Landing Page,13,12.4,95.38461538461539,0
E004,3,R,R_TEAM_1,2,UI Integration,11,11.4,96.36363636363636,1
E004,3,R,R_TEAM_1,2,UI Integration,4,3.3,82.5,0
E004,3,R,R_TEAM_1,2,Dashboard,3,3.7,76.66666666666666,3
E004,3,R,R_TEAM_1,2,Orders,11,9.2,83.63636363636363,0
E004,3,R,R_TEAM_1,2,Orders,8,6.9,86.25,0
E004,3,R,R_TEAM_1,2,Dashboard,11,12.1,90.0,2
E004,3,R,R_TEAM_1,2,UI Integration,8,9.0,87.5,2
E004,3,R,R_TEAM_1,2,Payment,7,8.9,72.85714285714286,4
E004,3,R,R_TEAM_1,2,Orders,12,13.9,84.16666666666666,4
E004,3,R,R_TEAM_1,2,Admin Panel,6,6.0,100.0,0
E004,3,R,R_TEAM_1,2,Dashboard,9,8.6,95.55555555555556,0
E005,4,R,R_TEAM_1,1,Profile,2,2.1,95.0,2
E005,4,R,R_TEAM_1,1,UI Integration,3,3.2,93.33333333333333,1
E005,4,R,R_TEAM_1,1,API Development,6,5.2,86.66666666666667,0
E005,4,R,R_TEAM_1,1,Orders,16,13.4,83.75,0
E005,4,R,R_TEAM_1,1,Bug Fix,7,6.6,94.28571428571428,0
E005,4,R,R_TEAM_1,1,Admin Panel,15,16.1,92.66666666666666,2
E005,4,R,R_TEAM_1,1,UI Integration,11,14.2,70.90909090909092,4
E005,4,R,R_TEAM_1,1,Unit Testing,2,2.3,85.00000000000001,1
E005,4,R,R_TEAM_1,1,Profile,6,7.6,73.33333333333334,4
E005,4,R,R_TEAM_1,1,Profile,16,13.9,86.875,0
E005,4,R,R_TEAM_1,1,Unit Testing,16,13.7,85.625,0
E005,4,R,R_TEAM_1,1,Payment,4,3.7,92.5,0
E005,4,R,R_TEAM_1,1,Notifications,13,12.6,96.92307692307692,0
E005,4,R,R_TEAM_1,1,Landing Page,10,10.4,96.0,1
E005,4,R,R_TEAM_1,1,Notifications,3,3.4,86.66666666666667,2
E005,4,R,R_TEAM_1,1,Products,2,1.6,80.0,0
E005,4,R,R_TEAM_1,1,Cart,12,15.5,70.83333333333333,3
E005,4,R,R_TEAM_1,1,Deployment,13,13.3,97.6923076923077,2
E005,4,R,R_TEAM_1,1,Dashboard,10,8.0,80.0,0
E005,4,R,R_TEAM_1,1,Products,16,18.3,85.625,2
E006,5,R,R_TEAM_2,4,API Development,10,8.2,82.0,0
E006,5,R,R_TEAM_2,4,Deployment,11,11.8,92.72727272727272,1
E006,5,R,R_TEAM_2,4,API Development,4,3.3,82.5,0
E006,5,R,R_TEAM_2,4,Landing Page,16,20.3,73.125,3
E006,5,R,R_TEAM_2,4,Orders,16,15.7,98.125,0
E006,5,R,R_TEAM_2,4,Unit Testing,12,10.2,85.0,0
E006,5,R,R_TEAM_2,4,Products,16,19.8,76.25,3
E006,5,R,R_TEAM_2,4,Cart,16,20.2,73.75,3
E006,5,R,R_TEAM_2,4,Deployment,14,16.9,79.28571428571429,3
E006,5,R,R_TEAM_2,4,Authentication,2,1.8,90.0,0
E006,5,R,R_TEAM_2,4,Orders,14,17.7,73.57142857142858,3
E006,5,R,R_TEAM_2,4,Profile,6,5.3,88.33333333333333,0
E006,5,R,R_TEAM_2,4,Performance Optimization,8,9.9,76.25,3
E006,5,R,R_TEAM_2,4,Bug Fix,5,4.5,90.0,0
E006,5,R,R_TEAM_2,4,Orders,7,6.7,95.71428571428572,0
E006,5,R,R_TEAM_2,4,Payment,5,4.1,82.0,0
E006,5,R,R_TEAM_2,4,Dashboard,8,7.7,96.25,0
E006,5,R,R_TEAM_2,4,UI Integration,14,13.2,94.28571428571428,0
E006,5,R,R_TEAM_2,4,Unit Testing,8,9.1,86.25,1
E006,5,R,R_TEAM_2,4,Profile,7,8.9,72.85714285714286,4
E007,6,R,R_TEAM_2,1,Cart,16,20.6,71.25,4
E007,6,R,R_TEAM_2,1,Notifications,11,14.1,71.81818181818181,3
E007,6,R,R_TEAM_2,1,Deployment,2,1.7,85.0,0
E007,6,R,R_TEAM_2,1,Authentication,7,8.1,84.28571428571429,4
E007,6,R,R_TEAM_2,1,UI Integration,8,8.8,89.99999999999999,2
E007,6,R,R_TEAM_2,1,Payment,3,3.0,100.0,0
E007,6,R,R_TEAM_2,1,Deployment,6,4.9,81.66666666666667,0
E007,6,R,R_TEAM_2,1,Unit Testing,2,2.1,95.0,2
E007,6,R,R_TEAM_2,1,Payment,12,13.9,84.16666666666666,4
E007,6,R,R_TEAM_2,1,Authentication,7,7.1,98.57142857142858,1
E007,6,R,R_TEAM_2,1,Profile,11,10.5,95.45454545454545,0
E007,6,R,R_TEAM_2,1,UI Integration,13,16.3,74.61538461538461,4
E007,6,R,R_TEAM_2,1,Authentication,6,6.8,86.66666666666667,1
E007,6,R,R_TEAM_2,1,Unit Testing,8,9.2,85.00000000000001,2
E007,6,R,R_TEAM_2,1,Database Design,4,3.6,90.0,0
E007,6,R,R_TEAM_2,1,Cart,12,14.1,82.5,4
E007,6,R,R_TEAM_2,1,Database Design,11,11.9,91.81818181818181,2
E007,6,R,R_TEAM_2,1,Admin Panel,10,12.2,78.0,3
E007,6,R,R_TEAM_2,1,Authentication,6,5.4,90.0,0
E007,6,R,R_TEAM_2,1,Payment,9,9.2,97.77777777777779,2
E008,7,R,R_TEAM_2,7,Cart,10,10.4,96.0,1
E008,7,R,R_TEAM_2,7,UI Integration,12,10.1,84.16666666666666,0
E008,7,R,R_TEAM_2,7,Authentication,12,13.4,88.33333333333333,2
E008,7,R,R_TEAM_2,7,Orders,3,3.6,80.0,3
E008,7,R,R_TEAM_2,7,Payment,12,11.5,95.83333333333333,0
E008,7,R,R_TEAM_2,7,Orders,4,3.2,80.0,0
E008,7,R,R_TEAM_2,7,Dashboard,9,10.0,88.88888888888889,2
E008,7,R,R_TEAM_2,7,Payment,9,9.1,98.88888888888889,1
E008,7,R,R_TEAM_2,7,Performance Optimization,13,14.9,85.38461538461539,1
E008,7,R,R_TEAM_2,7,Login,8,7.4,92.5,0
E008,7,R,R_TEAM_2,7,Profile,16,18.8,82.5,4
E008,7,R,R_TEAM_2,7,Cart,14,14.2,98.57142857142858,1
E008,7,R,R_TEAM_2,7,UI Integration,14,17.9,72.14285714285715,4
E008,7,R,R_TEAM_2,7,Orders,9,7.4,82.22222222222223,0
E008,7,R,R_TEAM_2,7,Bug Fix,16,19.6,77.5,4
E008,7,R,R_TEAM_2,7,UI Integration,4,4.8,80.0,4
E008,7,R,R_TEAM_2,7,Bug Fix,10,11.0,90.0,2
E008,7,R,R_TEAM_2,7,UI Integration,11,13.3,79.09090909090908,4
E008,7,R,R_TEAM_2,7,Unit Testing,8,9.7,78.75,4
E008,7,R,R_TEAM_2,7,Performance Optimization,9,11.2,75.55555555555557,4
E009,8,R,R_TEAM_2,5,Orders,9,8.4,93.33333333333334,0
E009,8,R,R_TEAM_2,5,UI Integration,15,16.8,88.0,2
E009,8,R,R_TEAM_2,5,Notifications,9,10.0,88.88888888888889,2
E009,8,R,R_TEAM_2,5,Admin Panel,9,7.5,83.33333333333334,0
E009,8,R,R_TEAM_2,5,Authentication,5,4.7,94.0,0
E009,8,R,R_TEAM_2,5,Products,16,17.1,93.12499999999999,2
E009,8,R,R_TEAM_2,5,Products,4,3.7,92.5,0
E009,8,R,R_TEAM_2,5,Deployment,13,11.8,90.76923076923077,0
E009,8,R,R_TEAM_2,5,Bug Fix,8,7.7,96.25,0
E009,8,R,R_TEAM_2,5,Deployment,8,6.6,82.5,0
E009,8,R,R_TEAM_2,5,Login,8,10.0,75.0,4
E009,8,R,R_TEAM_2,5,Database Design,15,18.6,75.99999999999999,3
E009,8,R,R_TEAM_2,5,API Development,9,7.2,80.0,0
E009,8,R,R_TEAM_2,5,Deployment,6,7.1,81.66666666666667,3
E009,8,R,R_TEAM_2,5,Unit Testing,10,11.7,83.0,4
E009,8,R,R_TEAM_2,5,Orders,14,15.4,90.0,2
E009,8,R,R_TEAM_2,5,Deployment,9,8.2,91.1111111111111,0
E009,8,R,R_TEAM_2,5,Authentication,9,7.3,81.11111111111111,0
E009,8,R,R_TEAM_2,5,Database Design,12,13.7,85.83333333333334,2
E009,8,R,R_TEAM_2,5,Bug Fix,13,11.5,88.46153846153847,0
E010,9,R,R_TEAM_2,1,Unit Testing,16,13.8,86.25,0
E010,9,R,R_TEAM_2,1,Login,2,2.5,75.0,4
E010,9,R,R_TEAM_2,1,Products,3,3.4,86.66666666666667,2
E010,9,R,R_TEAM_2,1,Landing Page,15,15.5,96.66666666666667,2
E010,9,R,R_TEAM_2,1,Payment,6,5.9,98.33333333333334,0
E010,9,R,R_TEAM_2,1,Database Design,9,8.7,96.66666666666666,0
E010,9,R,R_TEAM_2,1,Deployment,6,7.1,81.66666666666667,4
E010,9,R,R_TEAM_2,1,Performance Optimization,6,7.3,78.33333333333334,4
E010,9,R,R_TEAM_2,1,Landing Page,2,2.3,85.00000000000001,1
E010,9,R,R_TEAM_2,1,Dashboard,7,6.4,91.42857142857143,0
E010,9,R,R_TEAM_2,1,Landing Page,14,17.9,72.14285714285715,4
E010,9,R,R_TEAM_2,1,Orders,14,11.4,81.42857142857143,0
E010,9,R,R_TEAM_2,1,Products,5,6.1,78.0,3
E010,9,R,R_TEAM_2,1,Profile,5,4.3,86.0,0
E010,9,R,R_TEAM_2,1,Bug Fix,11,14.0,72.72727272727273,4
E010,9,R,R_TEAM_2,1,API Development,13,12.1,93.07692307692308,0
E010,9,R,R_TEAM_2,1,Profile,4,4.4,89.99999999999999,2
E010,9,R,R_TEAM_2,1,Admin Panel,14,16.9,79.28571428571429,3
E010,9,R,R_TEAM_2,1,Admin Panel,3,3.3,90.0,2
E010,9,R,R_TEAM_2,1,Database Design,11,12.5,86.36363636363636,1
E011,10,Graphes,G_TEAM_1,3,Payment,8,10.2,72.5,4
E011,10,Graphes,G_TEAM_1,3,Orders,3,3.3,90.0,2
E011,10,Graphes,G_TEAM_1,3,Admin Panel,3,3.4,86.66666666666667,1
E011,10,Graphes,G_TEAM_1,3,Profile,15,17.1,85.99999999999999,2
E011,10,Graphes,G_TEAM_1,3,Landing Page,14,18.1,70.7142857142857,3
E011,10,Graphes,G_TEAM_1,3,API Development,7,7.5,92.85714285714286,2
E011,10,Graphes,G_TEAM_1,3,Authentication,3,3.2,93.33333333333333,1
E011,10,Graphes,G_TEAM_1,3,Performance Optimization,2,2.4,80.0,3
E011,10,Graphes,G_TEAM_1,3,API Development,3,3.1,96.66666666666666,2
E011,10,Graphes,G_TEAM_1,3,Bug Fix,12,14.9,75.83333333333333,4
E011,10,Graphes,G_TEAM_1,3,Cart,13,11.4,87.6923076923077,0
E011,10,Graphes,G_TEAM_1,3,Notifications,13,13.8,93.84615384615384,1
E011,10,Graphes,G_TEAM_1,3,Unit Testing,11,13.2,80.0,4
E011,10,Graphes,G_TEAM_1,3,Deployment,14,14.6,95.71428571428572,2
E011,10,Graphes,G_TEAM_1,3,Notifications,15,17.5,83.33333333333334,4
E011,10,Graphes,G_TEAM_1,3,Dashboard,7,8.6,77.14285714285715,3
E011,10,Graphes,G_TEAM_1,3,Orders,6,7.4,76.66666666666666,3
E011,10,Graphes,G_TEAM_1,3,Database Design,14,14.5,96.42857142857143,1
E011,10,Graphes,G_TEAM_1,3,Authentication,7,5.7,81.42857142857143,0
E011,10,Graphes,G_TEAM_1,3,API Development,4,4.2,95.0,1
E012,11,Graphes,G_TEAM_1,6,Notifications,14,13.0,92.85714285714286,0
E012,11,Graphes,G_TEAM_1,6,Notifications,16,17.6,89.99999999999999,1
E012,11,Graphes,G_TEAM_1,6,Payment,10,8.1,81.0,0
E012,11,Graphes,G_TEAM_1,6,Deployment,3,2.8,93.33333333333333,0
E012,11,Graphes,G_TEAM_1,6,Orders,9,9.7,92.22222222222223,1
E012,11,Graphes,G_TEAM_1,6,Performance Optimization,13,13.5,96.15384615384616,1
E012,11,Graphes,G_TEAM_1,6,Dashboard,9,10.8,80.0,3
E012,11,Graphes,G_TEAM_1,6,Orders,6,5.5,91.66666666666667,0
E012,11,Graphes,G_TEAM_1,6,API Development,6,6.8,86.66666666666667,1
E012,11,Graphes,G_TEAM_1,6,API Development,9,9.7,92.22222222222223,2
E012,11,Graphes,G_TEAM_1,6,Unit Testing,8,10.4,70.0,3
E012,11,Graphes,G_TEAM_1,6,Bug Fix,7,6.8,97.14285714285714,0
E012,11,Graphes,G_TEAM_1,6,Orders,6,5.7,95.0,0
E012,11,Graphes,G_TEAM_1,6,Authentication,3,3.5,83.33333333333334,4
E012,11,Graphes,G_TEAM_1,6,Cart,3,3.5,83.33333333333334,4
E012,11,Graphes,G_TEAM_1,6,Performance Optimization,5,4.5,90.0,0
E012,11,Graphes,G_TEAM_1,6,UI Integration,6,7.0,83.33333333333334,4
E012,11,Graphes,G_TEAM_1,6,Profile,11,10.4,94.54545454545455,0
E012,11,Graphes,G_TEAM_1,6,Orders,15,13.5,90.0,0
E012,11,Graphes,G_TEAM_1,6,Login,7,6.2,88.57142857142857,0
E013,12,Graphes,G_TEAM_1,4,Notifications,13,13.9,93.07692307692308,1
E013,12,Graphes,G_TEAM_1,4,Unit Testing,2,2.6,70.0,3
E013,12,Graphes,G_TEAM_1,4,Products,6,6.9,85.0,3
E013,12,Graphes,G_TEAM_1,4,Performance Optimization,12,14.8,76.66666666666666,3
E013,12,Graphes,G_TEAM_1,4,Admin Panel,3,3.7,76.66666666666666,4
E013,12,Graphes,G_TEAM_1,4,Authentication,9,9.4,95.55555555555556,1
E013,12,Graphes,G_TEAM_1,4,Notifications,4,5.1,72.5,3
E013,12,Graphes,G_TEAM_1,4,Dashboard,15,15.6,96.0,1
E013,12,Graphes,G_TEAM_1,4,Landing Page,8,8.4,95.0,1
E013,12,Graphes,G_TEAM_1,4,Admin Panel,4,3.5,87.5,0
E013,12,Graphes,G_TEAM_1,4,Profile,3,3.9,70.0,3
E013,12,Graphes,G_TEAM_1,4,Orders,10,11.8,82.0,4
E013,12,Graphes,G_TEAM_1,4,Bug Fix,14,14.9,93.57142857142857,1
E013,12,Graphes,G_TEAM_1,4,Deployment,16,16.3,98.125,2
E013,12,Graphes,G_TEAM_1,4,Landing Page,6,6.5,91.66666666666667,1
E013,12,Graphes,G_TEAM_1,4,Profile,11,14.1,71.81818181818181,4
E013,12,Graphes,G_TEAM_1,4,Payment,14,12.7,90.71428571428571,0
E013,12,Graphes,G_TEAM_1,4,Cart,6,6.8,86.66666666666667,1
E013,12,Graphes,G_TEAM_1,4,Dashboard,5,4.4,88.0,0
E013,12,Graphes,G_TEAM_1,4,Bug Fix,4,3.2,80.0,0
E014,13,Graphes,G_TEAM_1,6,Admin Panel,13,14.3,90.0,1
E014,13,Graphes,G_TEAM_1,6,Admin Panel,2,1.8,90.0,0
E014,13,Graphes,G_TEAM_1,6,Dashboard,13,16.0,76.92307692307692,4
E014,13,Graphes,G_TEAM_1,6,Notifications,12,11.0,91.66666666666667,0
E014,13,Graphes,G_TEAM_1,6,Payment,14,16.7,80.71428571428572,4
E014,13,Graphes,G_TEAM_1,6,Orders,8,6.9,86.25,0
E014,13,Graphes,G_TEAM_1,6,Notifications,12,10.5,87.5,0
E014,13,Graphes,G_TEAM_1,6,Landing Page,15,13.1,87.33333333333333,0
E014,13,Graphes,G_TEAM_1,6,Admin Panel,4,4.8,80.0,4
E014,13,Graphes,G_TEAM_1,6,Admin Panel,9,7.8,86.66666666666666,0
E014,13,Graphes,G_TEAM_1,6,Notifications,13,13.0,100.0,0
E014,13,Graphes,G_TEAM_1,6,Bug Fix,10,10.7,93.00000000000001,1
E014,13,Graphes,G_TEAM_1,6,Deployment,3,3.3,90.0,2
E014,13,Graphes,G_TEAM_1,6,Notifications,13,12.5,96.15384615384616,0
E014,13,Graphes,G_TEAM_1,6,Login,2,1.7,85.0,0
E014,13,Graphes,G_TEAM_1,6,Notifications,14,15.9,86.42857142857143,1
E014,13,Graphes,G_TEAM_1,6,Cart,11,9.0,81.81818181818181,0
E014,13,Graphes,G_TEAM_1,6,Bug Fix,9,9.5,94.44444444444444,1
E014,13,Graphes,G_TEAM_1,6,Deployment,16,15.0,93.75,0
E014,13,Graphes,G_TEAM_1,6,Dashboard,12,14.5,79.16666666666666,4
E015,14,Graphes,G_TEAM_1,7,Authentication,9,8.8,97.77777777777779,0
E015,14,Graphes,G_TEAM_1,7,Cart,7,7.9,87.14285714285714,2
E015,14,Graphes,G_TEAM_1,7,Performance Optimization,7,7.0,100.0,0
E015,14,Graphes,G_TEAM_1,7,Database Design,6,6.8,86.66666666666667,1
E015,14,Graphes,G_TEAM_1,7,Landing Page,15,17.7,82.0,3
E015,14,Graphes,G_TEAM_1,7,Notifications,9,7.6,84.44444444444444,0
E015,14,Graphes,G_TEAM_1,7,Database Design,7,6.0,85.71428571428572,0
E015,14,Graphes,G_TEAM_1,7,Login,15,15.9,94.0,2
E015,14,Graphes,G_TEAM_1,7,Bug Fix,12,14.8,76.66666666666666,4
E015,14,Graphes,G_TEAM_1,7,UI Integration,8,6.6,82.5,0
E015,14,Graphes,G_TEAM_1,7,Performance Optimization,7,7.8,88.57142857142857,2
E015,14,Graphes,G_TEAM_1,7,Landing Page,12,12.3,97.5,1
E015,14,Graphes,G_TEAM_1,7,Products,5,4.7,94.0,0
E015,14,Graphes,G_TEAM_1,7,Performance Optimization,16,15.1,94.375,0
E015,14,Graphes,G_TEAM_1,7,Orders,3,2.4,80.0,0
E015,14,Graphes,G_TEAM_1,7,Unit Testing,13,11.4,87.6923076923077,0
E015,14,Graphes,G_TEAM_1,7,Dashboard,2,2.2,89.99999999999999,1
E015,14,Graphes,G_TEAM_1,7,Profile,5,6.5,70.0,3
E015,14,Graphes,G_TEAM_1,7,Products,9,11.5,72.22222222222223,3
E015,14,Graphes,G_TEAM_1,7,Admin Panel,9,11.4,73.33333333333333,3
E016,15,Graphes,G_TEAM_2,6,Deployment,10,11.5,85.0,1
E016,15,Graphes,G_TEAM_2,6,Performance Optimization,15,15.6,96.0,2
E016,15,Graphes,G_TEAM_2,6,Products,5,5.1,98.00000000000001,1
E016,15,Graphes,G_TEAM_2,6,UI Integration,8,7.2,90.0,0
E016,15,Graphes,G_TEAM_2,6,Dashboard,13,16.1,76.15384615384615,3
E016,15,Graphes,G_TEAM_2,6,Deployment,6,7.1,81.66666666666667,3
E016,15,Graphes,G_TEAM_2,6,UI Integration,7,8.9,72.85714285714286,4
E016,15,Graphes,G_TEAM_2,6,Admin Panel,6,7.3,78.33333333333334,3
E016,15,Graphes,G_TEAM_2,6,Performance Optimization,13,12.3,94.61538461538461,0
E016,15,Graphes,G_TEAM_2,6,Unit Testing,15,13.1,87.33333333333333,0
E016,15,Graphes,G_TEAM_2,6,Unit Testing,9,8.8,97.77777777777779,0
E016,15,Graphes,G_TEAM_2,6,Bug Fix,14,15.0,92.85714285714286,1
E016,15,Graphes,G_TEAM_2,6,Payment,16,15.4,96.25,0
E016,15,Graphes,G_TEAM_2,6,Database Design,13,12.0,92.3076923076923,0
E016,15,Graphes,G_TEAM_2,6,Deployment,5,6.1,78.0,4
E016,15,Graphes,G_TEAM_2,6,Performance Optimization,2,1.9,95.0,0
E016,15,Graphes,G_TEAM_2,6,Database Design,13,16.3,74.61538461538461,3
E016,15,Graphes,G_TEAM_2,6,Products,8,10.4,70.0,3
E016,15,Graphes,G_TEAM_2,6,Products,9,11.5,72.22222222222223,3
E016,15,Graphes,G_TEAM_2,6,Authentication,10,12.8,72.0,3
E017,16,Graphes,G_TEAM_2,1,Bug Fix,15,12.8,85.33333333333334,0
E017,16,Graphes,G_TEAM_2,1,Bug Fix,3,3.2,93.33333333333333,1
E017,16,Graphes,G_TEAM_2,1,Deployment,2,2.3,85.00000000000001,2
E017,16,Graphes,G_TEAM_2,1,Products,15,16.9,87.33333333333334,2
E017,16,Graphes,G_TEAM_2,1,Notifications,3,3.1,96.66666666666666,2
E017,16,Graphes,G_TEAM_2,1,Database Design,7,7.8,88.57142857142857,1
E017,16,Graphes,G_TEAM_2,1,Authentication,12,10.1,84.16666666666666,0
E017,16,Graphes,G_TEAM_2,1,Unit Testing,15,17.1,85.99999999999999,1
E017,16,Graphes,G_TEAM_2,1,Performance Optimization,8,10.2,72.5,3
E017,16,Graphes,G_TEAM_2,1,Dashboard,15,16.1,92.66666666666666,2
E017,16,Graphes,G_TEAM_2,1,Admin Panel,5,5.6,88.0,1
E017,16,Graphes,G_TEAM_2,1,Deployment,5,5.9,82.0,3
E017,16,Graphes,G_TEAM_2,1,Profile,3,3.5,83.33333333333334,4
E017,16,Graphes,G_TEAM_2,1,Admin Panel,9,7.9,87.77777777777779,0
E017,16,Graphes,G_TEAM_2,1,Authentication,16,13.0,81.25,0
E017,16,Graphes,G_TEAM_2,1,API Development,14,11.6,82.85714285714286,0
E017,16,Graphes,G_TEAM_2,1,Orders,7,7.1,98.57142857142858,1
E017,16,Graphes,G_TEAM_2,1,Cart,10,10.1,99.0,2
E017,16,Graphes,G_TEAM_2,1,Database Design,4,3.6,90.0,0
E017,16,Graphes,G_TEAM_2,1,Performance Optimization,11,12.6,85.45454545454545,2
E018,17,Graphes,G_TEAM_2,2,Orders,16,17.5,90.625,2
E018,17,Graphes,G_TEAM_2,2,Bug Fix,9,10.1,87.77777777777779,1
E018,17,Graphes,G_TEAM_2,2,Bug Fix,6,6.8,86.66666666666667,1
E018,17,Graphes,G_TEAM_2,2,Unit Testing,16,15.1,94.375,0
E018,17,Graphes,G_TEAM_2,2,API Development,4,3.3,82.5,0
E018,17,Graphes,G_TEAM_2,2,Deployment,11,10.4,94.54545454545455,0
E018,17,Graphes,G_TEAM_2,2,Admin Panel,13,12.0,92.3076923076923,0
E018,17,Graphes,G_TEAM_2,2,Performance Optimization,5,6.5,70.0,3
E018,17,Graphes,G_TEAM_2,2,API Development,3,2.8,93.33333333333333,0
E018,17,Graphes,G_TEAM_2,2,Admin Panel,11,10.4,94.54545454545455,0
E018,17,Graphes,G_TEAM_2,2,Database Design,2,2.6,70.0,3
E018,17,Graphes,G_TEAM_2,2,Landing Page,6,4.8,80.0,0
E018,17,Graphes,G_TEAM_2,2,Performance Optimization,16,17.7,89.375,1
E018,17,Graphes,G_TEAM_2,2,Admin Panel,15,18.8,74.66666666666666,3
E018,17,Graphes,G_TEAM_2,2,API Development,14,16.8,80.0,3
E018,17,Graphes,G_TEAM_2,2,Notifications,5,5.6,88.0,2
E018,17,Graphes,G_TEAM_2,2,Products,12,14.1,82.5,3
